dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.538121,7.441544,3.556717,3.679515,-2.070413,-7.861146,0.028141
0.020000,3.610776,7.444114,3.629417,3.634997,-2.225908,-7.774740,0.042695
0.020000,3.682434,7.447709,3.701165,3.587404,-2.379629,-7.686031,0.057637
0.020000,3.753019,7.452320,3.771900,3.536769,-2.531756,-7.606373,0.072922
0.020000,3.822455,7.457933,3.841563,3.483123,-2.682327,-7.528511,0.088500
0.020000,3.890667,7.464527,3.910092,3.426490,-2.831654,-7.466374,0.104317
0.020000,3.957580,7.472072,3.977430,3.366895,-2.979714,-7.402981,0.120320
0.020000,4.023124,7.480531,4.043517,3.304350,-3.127268,-7.377728,0.136452
0.020000,4.087226,7.489861,4.108295,3.238870,-3.274011,-7.337124,0.152654
0.020000,4.149818,7.500009,4.171704,3.170473,-3.419826,-7.290758,0.168869
0.020000,4.210833,7.510918,4.233687,3.099140,-3.566678,-7.342603,0.185036
0.020000,4.270207,7.522524,4.294185,3.024889,-3.712531,-7.292676,0.201098
0.020000,4.327878,7.534758,4.353138,2.947683,-3.860290,-7.387935,0.216998
0.020000,4.383785,7.547543,4.410489,2.867544,-4.006945,-7.332729,0.232678
0.020000,4.437873,7.560800,4.466178,2.784425,-4.155989,-7.452203,0.248085
0.020000,4.490086,7.574445,4.520144,2.698326,-4.304942,-7.447666,0.263167
0.020000,4.540372,7.588390,4.572328,2.609195,-4.456562,-7.580982,0.277874
0.020000,4.588681,7.602544,4.622668,2.517011,-4.609203,-7.632038,0.292161
0.020000,4.634967,7.616815,4.671104,2.421787,-4.761189,-7.599343,0.305984
0.020000,4.679183,7.631107,4.717573,2.323427,-4.918007,-7.840867,0.319303
0.020000,4.721286,7.645326,4.762012,2.221955,-5.073603,-7.779820,0.332081
0.020000,4.761234,7.659375,4.804358,2.117315,-5.231960,-7.917850,0.344283
0.020000,4.798986,7.673159,4.844548,2.009490,-5.391289,-7.966446,0.355879
0.020000,4.834509,7.686585,4.882523,1.898773,-5.535849,-7.227981,0.366841
0.020000,4.867831,7.699586,4.918292,1.788415,-5.517903,0.897287,0.377165
0.020000,4.899035,7.712123,4.951921,1.681447,-5.348360,8.477168,0.386865
0.020000,4.928204,7.724161,4.983476,1.577771,-5.183818,8.227058,0.395958
0.020000,4.955418,7.735674,5.013025,1.477440,-5.016544,8.363740,0.404460
0.020000,4.980755,7.746639,5.040633,1.380400,-4.851987,8.227840,0.412391
0.020000,5.004294,7.757040,5.066367,1.286689,-4.685591,8.319800,0.419769
0.020000,5.026107,7.766865,5.090291,1.196213,-4.523763,8.091377,0.426615
0.020000,5.046272,7.776107,5.112473,1.109086,-4.356379,8.369190,0.432950
0.020000,5.064859,7.784765,5.132977,1.025238,-4.192404,8.198769,0.438793
0.020000,5.081941,7.792837,5.151870,0.944649,-4.029434,8.148478,0.444166
0.020000,5.097587,7.800330,5.169218,0.867379,-3.863480,8.297729,0.449089
0.020000,5.111865,7.807251,5.185085,0.793374,-3.700279,8.160032,0.453583
0.020000,5.124844,7.813611,5.199539,0.722678,-3.534794,8.274274,0.457669
0.020000,5.136590,7.819423,5.212644,0.655249,-3.371437,8.167831,0.461367
0.020000,5.147168,7.824704,5.224467,0.591135,-3.205702,8.286745,0.464698
0.020000,5.156642,7.829471,5.235073,0.530297,-3.041913,8.189485,0.467681
0.020000,5.165076,7.833745,5.244528,0.472767,-2.876498,8.270726,0.470336
0.020000,5.172533,7.837547,5.252899,0.418533,-2.711697,8.240032,0.472684
0.020000,5.179076,7.840901,5.260250,0.367592,-2.547057,8.232020,0.474744
0.020000,5.184764,7.843831,5.266649,0.319939,-2.382637,8.221009,0.476535
0.020000,5.189660,7.846363,5.272161,0.275613,-2.216321,8.315784,0.478076
0.020000,5.193825,7.848525,5.276853,0.234591,-2.051107,8.260697,0.479387
0.020000,5.197317,7.850342,5.280790,0.196841,-1.887467,8.182018,0.480486
0.020000,5.200197,7.851845,5.284038,0.162421,-1.721017,8.322513,0.481392
0.020000,5.202524,7.853062,5.286665,0.131323,-1.554901,8.305776,0.482125
0.020000,5.204358,7.854022,5.288735,0.103502,-1.391064,8.191853,0.482702
0.020000,5.205757,7.854756,5.290315,0.078995,-1.225345,8.285966,0.483142
0.020000,5.206781,7.855293,5.291471,0.057817,-1.058891,8.322659,0.483464
0.020000,5.207488,7.855665,5.292270,0.039939,-0.893910,8.249073,0.483687
0.020000,5.207937,7.855901,5.292777,0.025365,-0.728691,8.260949,0.483828
0.020000,5.208187,7.856032,5.293059,0.014099,-0.563313,8.268897,0.483907
0.020000,5.208296,7.856089,5.293182,0.006142,-0.397839,8.273707,0.483941
0.020000,5.208322,7.856103,5.293212,0.001495,-0.232315,8.276175,0.483949
0.020000,5.208322,7.856103,5.293212,0.000000,-0.074773,7.877118,0.483949
