dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.887802,7.677935,4.386689,1.335248,-4.974077,8.428414,0.537063
0.020000,4.909135,7.690548,4.411472,1.239173,-4.803756,8.516051,0.530838
0.020000,4.928944,7.702099,4.434403,1.146535,-4.631896,8.592993,0.524993
0.020000,4.947272,7.712649,4.455550,1.057364,-4.458535,8.668026,0.519531
0.020000,4.964166,7.722254,4.474984,0.971688,-4.283802,8.736656,0.514451
0.020000,4.979674,7.730972,4.492774,0.889531,-4.107823,8.798961,0.509749
0.020000,4.993848,7.738855,4.508993,0.810916,-3.930796,8.851365,0.505422
0.020000,5.006739,7.745955,4.523710,0.735863,-3.752631,8.908258,0.501462
0.020000,5.018402,7.752322,4.536998,0.664391,-3.573578,8.952614,0.497858
0.020000,5.028894,7.758002,4.548928,0.596514,-3.393889,8.984449,0.494601
0.020000,5.038270,7.763041,4.559573,0.532251,-3.213153,9.036811,0.491677
0.020000,5.046591,7.767484,4.569005,0.471610,-3.032023,9.056505,0.489072
0.020000,5.053916,7.771371,4.577297,0.414606,-2.850219,9.090176,0.486771
0.020000,5.060305,7.774744,4.584522,0.361247,-2.667947,9.113643,0.484759
0.020000,5.065820,7.777643,4.590753,0.311542,-2.485255,9.134575,0.483017
0.020000,5.070524,7.780106,4.596063,0.265496,-2.302262,9.149662,0.481529
0.020000,5.074481,7.782170,4.600526,0.223121,-2.118777,9.174257,0.480275
0.020000,5.077753,7.783872,4.604214,0.184416,-1.935240,9.176836,0.479236
0.020000,5.080404,7.785249,4.607202,0.149389,-1.751369,9.193544,0.478393
0.020000,5.082501,7.786335,4.609563,0.118045,-1.567176,9.209640,0.477727
0.020000,5.084106,7.787165,4.611370,0.090379,-1.383294,9.194096,0.477216
0.020000,5.085286,7.787775,4.612698,0.066403,-1.198803,9.224562,0.476840
0.020000,5.086105,7.788198,4.613620,0.046114,-1.014457,9.217306,0.476579
0.020000,5.086630,7.788469,4.614211,0.029513,-0.830074,9.219161,0.476412
0.020000,5.086925,7.788621,4.614543,0.016600,-0.645630,9.222171,0.476317
0.020000,5.087056,7.788689,4.614690,0.007377,-0.461150,9.224014,0.476276
0.020000,5.087089,7.788706,4.614727,0.001844,-0.276651,9.224977,0.476265
0.020000,5.087089,7.788706,4.614727,0.000000,-0.092199,9.222583,0.476265
