dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.799180,7.557400,3.330815,3.654862,-1.634813,-9.326703,2.923490
0.020000,1.728516,7.573015,3.403183,3.618423,-1.821952,-9.356945,2.924871
0.020000,1.658611,7.588333,3.474748,3.578228,-2.009756,-9.390198,2.927011
0.020000,1.589526,7.603289,3.545433,3.534262,-2.198290,-9.426725,2.929882
0.020000,1.521327,7.617825,3.615163,3.486506,-2.387783,-9.474629,2.933450
0.020000,1.454082,7.631883,3.683862,3.434950,-2.577838,-9.502751,2.937681
0.020000,1.387859,7.645413,3.751453,3.379567,-2.769155,-9.565876,2.942539
0.020000,1.322729,7.658371,3.817860,3.320340,-2.961310,-9.607763,2.947986
0.020000,1.258764,7.670716,3.883005,3.257248,-3.154608,-9.664869,2.953981
0.020000,1.196041,7.682416,3.946810,3.190273,-3.348783,-9.708755,2.960482
0.020000,1.134635,7.693443,4.009198,3.119383,-3.544455,-9.783629,2.967444
0.020000,1.074627,7.703775,4.070089,3.044559,-3.741202,-9.837314,2.974818
0.020000,1.016097,7.713398,4.129405,2.965785,-3.938697,-9.874740,2.982555
0.020000,0.959128,7.722303,4.187066,2.883025,-4.138027,-9.966540,2.990602
0.020000,0.903805,7.730488,4.242991,2.796265,-4.338014,-9.999352,2.998904
0.020000,0.850213,7.737957,4.297101,2.705487,-4.538894,-10.043956,3.007404
0.020000,0.798440,7.744721,4.349314,2.610667,-4.740999,-10.105266,3.016044
0.020000,0.748573,7.750796,4.399550,2.511793,-4.943675,-10.133799,3.024764
0.020000,0.700700,7.756204,4.447727,2.408853,-5.146995,-10.166000,3.033500
0.020000,0.654911,7.760972,4.493764,2.301836,-5.350877,-10.194084,3.042191
0.020000,0.611295,7.765135,4.537578,2.190736,-5.554981,-10.205213,3.050774
0.020000,0.569935,7.768727,4.579094,2.075778,-5.747900,-9.645953,3.059186
0.020000,0.530875,7.771793,4.618274,1.958999,-5.838984,-4.554204,3.067372
0.020000,0.494089,7.774382,4.655150,1.843823,-5.758783,4.010067,3.075297
0.020000,0.459520,7.776545,4.689788,1.731875,-5.597376,8.070336,3.082934
