dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,5.246516,7.443316,4.779100,0.237215,-2.061877,8.300671,0.481529
0.020000,5.250049,7.445160,4.783086,0.199294,-1.896014,8.293156,0.480275
0.020000,5.252971,7.446680,4.786379,0.164682,-1.730600,8.270692,0.479236
0.020000,5.255339,7.447909,4.789047,0.133376,-1.565298,8.265104,0.478393
0.020000,5.257210,7.448879,4.791154,0.105376,-1.400043,8.262772,0.477727
0.020000,5.258643,7.449620,4.792768,0.080669,-1.235331,8.235585,0.477216
0.020000,5.259696,7.450164,4.793953,0.059263,-1.070282,8.252445,0.476840
0.020000,5.260427,7.450542,4.794776,0.041153,-0.905518,8.238215,0.476579
0.020000,5.260895,7.450784,4.795303,0.026336,-0.740832,8.234319,0.476412
0.020000,5.261159,7.450919,4.795599,0.014813,-0.576166,8.233276,0.476317
0.020000,5.261276,7.450980,4.795731,0.006583,-0.411513,8.232647,0.476276
0.020000,5.261305,7.450995,4.795764,0.001645,-0.246867,8.232321,0.476265
0.020000,5.261305,7.450995,4.795764,0.000000,-0.082272,8.229723,0.476265
